unix,a,b,c,v,p,t,l,h,o
1609224884.925046,17.176,16.944,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224895.1418717,17.174,16.946,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224905.3649218,17.169,16.947,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224915.848428,17.171,16.949,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224926.066739,17.172,16.951,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224936.261138,17.17,16.952,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224946.4771647,17.172,16.954,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224956.6849933,17.17,16.956,16.955,2541.54360325,17.64423,274,16.862,18.619,1
1609224966.912957,17.169,16.957,16.955,2541.54360325,17.64423,274,16.862,18.619,1
1609224977.1805851,17.169,16.959,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609224987.383886,17.167,16.961,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609224997.6171584,17.168,16.963,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225007.8393865,17.168,16.964,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225018.145904,17.167,16.966,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225028.4059143,17.166,16.967,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225038.6133857,17.166,16.969,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225048.8184545,17.166,16.971,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225059.0310442,17.166,16.972,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225069.556214,17.166,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225079.7625146,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225090.030922,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225100.2398071,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225110.4390738,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225120.63999,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225130.8417628,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225141.0632048,17.163,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225151.27068,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225161.4785368,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225171.9581718,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225182.1629598,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225192.384769,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225202.608151,17.169,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225212.815782,17.168,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225223.033682,17.167,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225233.3915102,17.164,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225243.601133,17.165,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225253.8081822,17.166,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225264.0145986,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225274.2323723,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
