unix,a,b,c,v,p,t,l,h,o
1608870810.0664608,23545.20000,23542.70000,23544.60000,496.37771145,23572.61069,3298,23410.80000,23799.90000,2
1608870821.447894,23548.70000,23544.50000,23544.60000,496.37771145,23572.61069,3298,23410.80000,23799.90000,2
1608870832.553495,23549.60000,23547.30000,23549.00000,496.37981418,23572.61059,3299,23410.80000,23799.90000,2
1608870843.757975,23549.60000,23546.40000,23549.60000,496.38402047,23572.61040,3300,23410.80000,23799.90000,2
1608870854.946625,23549.90000,23549.70000,23549.60000,496.38402047,23572.61040,3300,23410.80000,23799.90000,2
1608870866.1438332,23549.70000,23547.10000,23549.60000,496.38402047,23572.61040,3300,23410.80000,23799.90000,2
1608870877.612885,23549.90000,23548.50000,23545.60000,496.40733047,23572.60920,3303,23410.80000,23799.90000,2
1608870888.843223,23549.90000,23549.80000,23545.60000,496.40733047,23572.60920,3303,23410.80000,23799.90000,2
1608870900.1278012,23547.10000,23547.00000,23545.60000,496.40733047,23572.60920,3303,23410.80000,23799.90000,2
1608870911.300413,23545.60000,23545.50000,23545.60000,496.40733047,23572.60920,3303,23410.80000,23799.90000,2
1608870922.414808,23545.60000,23545.50000,23545.60000,496.40733047,23572.60920,3303,23410.80000,23799.90000,2
1608870933.5542421,23545.60000,23545.50000,23545.60000,496.40733047,23572.60920,3303,23410.80000,23799.90000,2
1608870944.874388,23538.70000,23538.60000,23538.70000,497.81325947,23572.51625,3313,23410.80000,23799.90000,2
1608870955.9272692,23538.70000,23538.60000,23538.70000,497.83795098,23572.51457,3314,23410.80000,23799.90000,2
1608870966.971547,23538.70000,23538.60000,23538.70000,497.83795098,23572.51457,3314,23410.80000,23799.90000,2
1608870978.120349,23538.70000,23538.60000,23538.70000,497.83795098,23572.51457,3314,23410.80000,23799.90000,2
1608870989.244295,23538.70000,23538.60000,23538.70000,497.83795098,23572.51457,3314,23410.80000,23799.90000,2
1608871000.37646,23531.10000,23531.00000,23538.60000,497.84145098,23572.51433,3315,23410.80000,23799.90000,2
1608871011.6223118,23512.40000,23509.50000,23531.00000,498.99857927,23572.41806,3316,23410.80000,23799.90000,2
1608871023.026158,23511.10000,23509.70000,23531.00000,498.99857927,23572.41806,3316,23410.80000,23799.90000,2
1608871034.087631,23512.90000,23510.30000,23511.10000,499.00284927,23572.41754,3317,23410.80000,23799.90000,2
1608871045.2661262,23513.20000,23510.10000,23511.10000,499.00284927,23572.41754,3317,23410.80000,23799.90000,2
1608871056.306437,23516.90000,23516.30000,23517.10000,499.01970182,23572.41567,3318,23410.80000,23799.90000,2
1608871067.443368,23515.20000,23513.60000,23516.60000,499.05031695,23572.41225,3320,23410.80000,23799.90000,2
1608871078.568959,23513.80000,23511.70000,23511.70000,499.23101472,23572.39030,3322,23410.80000,23799.90000,2
1608871089.686432,23518.10000,23516.60000,23511.70000,499.23101472,23572.39030,3322,23410.80000,23799.90000,2
1608871100.791276,23517.50000,23514.40000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871111.924726,23514.20000,23512.10000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871123.233529,23512.30000,23512.20000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871134.347123,23512.30000,23512.20000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871145.476456,23512.30000,23512.20000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871156.545986,23512.30000,23512.20000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871167.593021,23512.30000,23512.20000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871178.6782699,23512.30000,23512.20000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871189.7571042,23518.00000,23515.90000,23516.50000,499.23701472,23572.38963,3323,23410.80000,23799.90000,2
1608871201.247628,23512.40000,23512.30000,23512.30000,499.23801472,23572.38951,3324,23410.80000,23799.90000,2
1608871212.3551931,23512.30000,23512.20000,23512.30000,499.24358472,23572.38883,3325,23410.80000,23799.90000,2
1608871223.5353081,23512.30000,23512.20000,23512.30000,499.24358472,23572.38883,3325,23410.80000,23799.90000,2
1608871234.666301,23512.30000,23512.20000,23512.30000,499.24358472,23572.38883,3325,23410.80000,23799.90000,2
1608871245.7835891,23500.10000,23500.00000,23512.20000,499.27358472,23572.38522,3326,23410.80000,23799.90000,2
1608871256.958011,23500.10000,23500.00000,23512.20000,499.27358472,23572.38522,3326,23410.80000,23799.90000,2
